Date,Open,High,Low,Close,Adj Close,Volume
2020-10-07,242.250000,243.729996,239.520004,239.720001,238.656311,26300
2020-10-08,240.309998,242.429993,238.990005,240.330002,239.263611,16800
2020-10-09,242.110001,243.919998,240.500000,242.289993,241.214951,25000
2020-10-12,244.289993,246.949997,242.490005,245.830002,244.739227,21000
2020-10-13,246.220001,248.509995,241.259995,248.509995,247.407333,27000
2020-10-14,248.509995,250.740005,246.300003,250.000000,248.890717,24900
2020-10-15,246.330002,254.479996,245.630005,253.660004,252.534500,25800
2020-10-16,253.779999,256.390015,252.779999,254.070007,252.942657,21000
2020-10-19,256.000000,258.130005,250.559998,250.559998,249.448242,19700
2020-10-20,253.869995,253.869995,249.589996,250.199997,249.089828,13600
2020-10-21,251.020004,251.940002,248.339996,248.990005,247.885223,12300
2020-10-22,250.089996,252.050003,248.649994,250.139999,249.280396,16900
2020-10-23,251.070007,252.559998,247.520004,247.520004,246.669388,12600
2020-10-26,246.160004,246.160004,239.759995,241.229996,240.401001,30000
2020-10-27,239.759995,244.089996,236.500000,239.210007,238.387970,26700
2020-10-28,235.919998,240.009995,232.039993,233.380005,232.577988,31000
2020-10-29,231.350006,235.990005,230.789993,231.089996,230.295853,24000
2020-10-30,230.750000,235.449997,228.050003,228.949997,228.163208,26700
2020-11-02,229.410004,232.490005,223.500000,226.369995,225.592056,38700
